Country,Cause,CancerSite,ageStart,ageGroup,ageLabel,Females_2011,Females_2012,Females_2013,Females_2014,Females_2015,Females_2016,Females_2017,Males_2011,Males_2012,Males_2013,Males_2014,Males_2015,Males_2016,Males_2017
Estonia,"Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal","Colon, Rectosigmoid Junction, Rectum, Anus and Anal Canal",1,1-4,From 1 to 4 years,,,,0,0,,,,,,0,0,,
Estonia,"Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal","Colon, Rectosigmoid Junction, Rectum, Anus and Anal Canal",5,5-9,From 5 to 9 years,,,,,0,,,,,,0,0,,
Estonia,"Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal","Colon, Rectosigmoid Junction, Rectum, Anus and Anal Canal",10,10-14,From 10 to 14 years,,,,0,0,,,,,,0,0,,
Estonia,"Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal","Colon, Rectosigmoid Junction, Rectum, Anus and Anal Canal",15,15-19,From 15 to 19 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estonia,"Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal","Colon, Rectosigmoid Junction, Rectum, Anus and Anal Canal",20,20-24,From 20 to 24 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estonia,"Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal","Colon, Rectosigmoid Junction, Rectum, Anus and Anal Canal",25,25-29,From 25 to 29 years,0,0,0,1,0,0,0,1,0,0,0,1,0,0
Estonia,"Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal","Colon, Rectosigmoid Junction, Rectum, Anus and Anal Canal",30,30-34,From 30 to 34 years,1,0,0,0,0,0,0,1,0,0,0,1,0,1
Estonia,"Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal","Colon, Rectosigmoid Junction, Rectum, Anus and Anal Canal",35,35-39,From 35 to 39 years,0,0,0,1,0,3,0,1,0,0,0,1,1,0
Estonia,"Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal","Colon, Rectosigmoid Junction, Rectum, Anus and Anal Canal",40,40-44,From 40 to 44 years,0,1,0,0,3,3,1,0,2,0,1,2,3,0
Estonia,"Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal","Colon, Rectosigmoid Junction, Rectum, Anus and Anal Canal",45,45-49,From 45 to 49 years,5,3,4,5,1,2,1,2,4,0,4,8,4,4
Estonia,"Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal","Colon, Rectosigmoid Junction, Rectum, Anus and Anal Canal",50,50-54,From 50 to 54 years,4,4,6,8,7,1,3,4,3,4,5,6,4,4
Estonia,"Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal","Colon, Rectosigmoid Junction, Rectum, Anus and Anal Canal",55,55-59,From 55 to 59 years,11,6,12,10,9,15,9,13,11,11,10,16,6,11
Estonia,"Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal","Colon, Rectosigmoid Junction, Rectum, Anus and Anal Canal",60,60-64,From 60 to 64 years,13,22,9,16,23,20,14,13,23,21,20,18,17,31
Estonia,"Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal","Colon, Rectosigmoid Junction, Rectum, Anus and Anal Canal",65,65-69,From 65 to 69 years,10,14,20,22,18,22,21,31,15,29,28,29,24,43
Estonia,"Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal","Colon, Rectosigmoid Junction, Rectum, Anus and Anal Canal",70,70-74,From 70 to 74 years,31,41,31,26,32,31,24,46,34,43,39,34,33,29
Estonia,"Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal","Colon, Rectosigmoid Junction, Rectum, Anus and Anal Canal",75,75-79,From 75 to 79 years,52,32,51,51,48,43,43,37,41,37,39,37,41,47
Estonia,"Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal","Colon, Rectosigmoid Junction, Rectum, Anus and Anal Canal",80,80-84,From 80 to 84 years,52,55,63,45,46,55,53,33,46,35,34,38,41,50
Estonia,"Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal","Colon, Rectosigmoid Junction, Rectum, Anus and Anal Canal",85,85,85 years or over,50,44,55,55,62,78,78,21,24,30,35,33,42,38
Estonia,"Malignant neoplasm of kidney, except renal pelvis","Kidney, Except Renal Pelvis",1,1-4,From 1 to 4 years,,,,0,0,,,,,,0,0,,
Estonia,"Malignant neoplasm of kidney, except renal pelvis","Kidney, Except Renal Pelvis",5,5-9,From 5 to 9 years,,,,,0,,,,,,0,0,,
Estonia,"Malignant neoplasm of kidney, except renal pelvis","Kidney, Except Renal Pelvis",10,10-14,From 10 to 14 years,,,,0,0,,,,,,0,0,,
Estonia,"Malignant neoplasm of kidney, except renal pelvis","Kidney, Except Renal Pelvis",15,15-19,From 15 to 19 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estonia,"Malignant neoplasm of kidney, except renal pelvis","Kidney, Except Renal Pelvis",20,20-24,From 20 to 24 years,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Estonia,"Malignant neoplasm of kidney, except renal pelvis","Kidney, Except Renal Pelvis",25,25-29,From 25 to 29 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estonia,"Malignant neoplasm of kidney, except renal pelvis","Kidney, Except Renal Pelvis",30,30-34,From 30 to 34 years,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Estonia,"Malignant neoplasm of kidney, except renal pelvis","Kidney, Except Renal Pelvis",35,35-39,From 35 to 39 years,0,0,0,0,1,0,1,0,1,0,0,1,0,0
Estonia,"Malignant neoplasm of kidney, except renal pelvis","Kidney, Except Renal Pelvis",40,40-44,From 40 to 44 years,0,0,0,0,0,0,0,1,2,0,2,1,2,0
Estonia,"Malignant neoplasm of kidney, except renal pelvis","Kidney, Except Renal Pelvis",45,45-49,From 45 to 49 years,1,0,0,0,0,1,0,3,0,3,0,2,1,0
Estonia,"Malignant neoplasm of kidney, except renal pelvis","Kidney, Except Renal Pelvis",50,50-54,From 50 to 54 years,1,2,1,1,0,2,1,4,3,3,4,4,2,2
Estonia,"Malignant neoplasm of kidney, except renal pelvis","Kidney, Except Renal Pelvis",55,55-59,From 55 to 59 years,0,1,4,2,5,1,2,4,8,4,7,7,7,7
Estonia,"Malignant neoplasm of kidney, except renal pelvis","Kidney, Except Renal Pelvis",60,60-64,From 60 to 64 years,2,3,4,2,4,4,2,10,19,12,10,7,9,10
Estonia,"Malignant neoplasm of kidney, except renal pelvis","Kidney, Except Renal Pelvis",65,65-69,From 65 to 69 years,3,4,8,3,1,2,7,11,6,11,11,11,11,9
Estonia,"Malignant neoplasm of kidney, except renal pelvis","Kidney, Except Renal Pelvis",70,70-74,From 70 to 74 years,11,13,5,6,9,6,9,15,17,9,11,15,10,17
Estonia,"Malignant neoplasm of kidney, except renal pelvis","Kidney, Except Renal Pelvis",75,75-79,From 75 to 79 years,7,13,9,15,17,6,13,10,9,16,7,15,7,13
Estonia,"Malignant neoplasm of kidney, except renal pelvis","Kidney, Except Renal Pelvis",80,80-84,From 80 to 84 years,10,13,13,9,14,14,12,10,13,14,16,12,12,11
Estonia,"Malignant neoplasm of kidney, except renal pelvis","Kidney, Except Renal Pelvis",85,85,85 years or over,12,7,13,12,23,21,15,7,7,8,8,5,11,6
Estonia,Malignant neoplasm of larynx,Larynx,1,1-4,From 1 to 4 years,,,,,0,,,,,,0,0,,
Estonia,Malignant neoplasm of larynx,Larynx,5,5-9,From 5 to 9 years,,,,,0,,,,,,0,0,,
Estonia,Malignant neoplasm of larynx,Larynx,10,10-14,From 10 to 14 years,,,,,0,,,,,,0,0,,
Estonia,Malignant neoplasm of larynx,Larynx,15,15-19,From 15 to 19 years,0,0,0,,0,0,,0,0,0,0,0,0,0
Estonia,Malignant neoplasm of larynx,Larynx,20,20-24,From 20 to 24 years,0,0,0,,0,0,,0,0,0,0,0,0,0
Estonia,Malignant neoplasm of larynx,Larynx,25,25-29,From 25 to 29 years,0,0,0,,0,0,,0,0,0,0,0,0,0
Estonia,Malignant neoplasm of larynx,Larynx,30,30-34,From 30 to 34 years,0,0,0,,0,0,,0,0,0,0,0,0,0
Estonia,Malignant neoplasm of larynx,Larynx,35,35-39,From 35 to 39 years,0,0,0,,0,0,,0,0,0,0,0,0,0
Estonia,Malignant neoplasm of larynx,Larynx,40,40-44,From 40 to 44 years,0,0,0,,0,0,,1,0,0,0,0,0,0
Estonia,Malignant neoplasm of larynx,Larynx,45,45-49,From 45 to 49 years,0,0,0,,0,0,,0,0,1,1,0,0,0
Estonia,Malignant neoplasm of larynx,Larynx,50,50-54,From 50 to 54 years,0,0,0,,0,0,,5,2,0,4,1,0,2
Estonia,Malignant neoplasm of larynx,Larynx,55,55-59,From 55 to 59 years,0,0,3,,0,0,,1,3,4,3,6,2,2
Estonia,Malignant neoplasm of larynx,Larynx,60,60-64,From 60 to 64 years,1,1,1,,1,0,,5,7,7,4,5,6,6
Estonia,Malignant neoplasm of larynx,Larynx,65,65-69,From 65 to 69 years,0,0,0,,0,0,,5,3,8,7,8,8,5
Estonia,Malignant neoplasm of larynx,Larynx,70,70-74,From 70 to 74 years,1,0,1,,0,0,,3,4,4,5,1,10,9
Estonia,Malignant neoplasm of larynx,Larynx,75,75-79,From 75 to 79 years,0,0,1,,0,0,,3,3,6,2,3,10,5
Estonia,Malignant neoplasm of larynx,Larynx,80,80-84,From 80 to 84 years,0,0,1,,1,0,,4,4,3,4,2,6,2
Estonia,Malignant neoplasm of larynx,Larynx,85,85,85 years or over,0,0,1,,0,1,,2,2,0,1,2,3,3
Estonia,"Malignant neoplasm of lip, oral cavity, pharynx","Lip, Oral Cavity, Pharynx",1,1-4,From 1 to 4 years,,,,0,0,,,,,,0,0,,
Estonia,"Malignant neoplasm of lip, oral cavity, pharynx","Lip, Oral Cavity, Pharynx",5,5-9,From 5 to 9 years,,,,,0,,,,,,0,0,,
Estonia,"Malignant neoplasm of lip, oral cavity, pharynx","Lip, Oral Cavity, Pharynx",10,10-14,From 10 to 14 years,,,,0,0,,,,,,0,0,,
Estonia,"Malignant neoplasm of lip, oral cavity, pharynx","Lip, Oral Cavity, Pharynx",15,15-19,From 15 to 19 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estonia,"Malignant neoplasm of lip, oral cavity, pharynx","Lip, Oral Cavity, Pharynx",20,20-24,From 20 to 24 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estonia,"Malignant neoplasm of lip, oral cavity, pharynx","Lip, Oral Cavity, Pharynx",25,25-29,From 25 to 29 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estonia,"Malignant neoplasm of lip, oral cavity, pharynx","Lip, Oral Cavity, Pharynx",30,30-34,From 30 to 34 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estonia,"Malignant neoplasm of lip, oral cavity, pharynx","Lip, Oral Cavity, Pharynx",35,35-39,From 35 to 39 years,0,1,0,0,0,0,0,1,0,0,0,1,0,0
Estonia,"Malignant neoplasm of lip, oral cavity, pharynx","Lip, Oral Cavity, Pharynx",40,40-44,From 40 to 44 years,0,0,0,0,0,0,0,1,3,1,2,0,2,2
Estonia,"Malignant neoplasm of lip, oral cavity, pharynx","Lip, Oral Cavity, Pharynx",45,45-49,From 45 to 49 years,2,0,1,1,0,0,0,2,1,1,4,7,1,1
Estonia,"Malignant neoplasm of lip, oral cavity, pharynx","Lip, Oral Cavity, Pharynx",50,50-54,From 50 to 54 years,1,1,2,1,1,0,0,6,13,6,9,7,9,8
Estonia,"Malignant neoplasm of lip, oral cavity, pharynx","Lip, Oral Cavity, Pharynx",55,55-59,From 55 to 59 years,4,3,2,2,2,1,4,9,12,10,17,9,7,11
Estonia,"Malignant neoplasm of lip, oral cavity, pharynx","Lip, Oral Cavity, Pharynx",60,60-64,From 60 to 64 years,3,2,3,3,4,4,4,11,25,24,14,18,13,14
Estonia,"Malignant neoplasm of lip, oral cavity, pharynx","Lip, Oral Cavity, Pharynx",65,65-69,From 65 to 69 years,1,0,5,1,1,2,3,13,12,8,12,6,20,17
Estonia,"Malignant neoplasm of lip, oral cavity, pharynx","Lip, Oral Cavity, Pharynx",70,70-74,From 70 to 74 years,0,1,3,0,2,3,1,11,13,16,9,15,12,8
Estonia,"Malignant neoplasm of lip, oral cavity, pharynx","Lip, Oral Cavity, Pharynx",75,75-79,From 75 to 79 years,1,2,3,2,2,3,4,9,8,6,6,12,8,6
Estonia,"Malignant neoplasm of lip, oral cavity, pharynx","Lip, Oral Cavity, Pharynx",80,80-84,From 80 to 84 years,4,4,1,2,2,1,3,1,6,2,2,1,6,0
Estonia,"Malignant neoplasm of lip, oral cavity, pharynx","Lip, Oral Cavity, Pharynx",85,85,85 years or over,5,2,2,3,2,4,7,1,2,3,3,1,2,3
Estonia,Malignant neoplasm of liver and intrahepatic bile ducts,Liver and Intrahepatic Bile Ducts,1,1-4,From 1 to 4 years,,,,0,0,,,,,,0,0,,
Estonia,Malignant neoplasm of liver and intrahepatic bile ducts,Liver and Intrahepatic Bile Ducts,5,5-9,From 5 to 9 years,,,,,0,,,,,,0,0,,
Estonia,Malignant neoplasm of liver and intrahepatic bile ducts,Liver and Intrahepatic Bile Ducts,10,10-14,From 10 to 14 years,,,,0,0,,,,,,0,0,,
Estonia,Malignant neoplasm of liver and intrahepatic bile ducts,Liver and Intrahepatic Bile Ducts,15,15-19,From 15 to 19 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estonia,Malignant neoplasm of liver and intrahepatic bile ducts,Liver and Intrahepatic Bile Ducts,20,20-24,From 20 to 24 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estonia,Malignant neoplasm of liver and intrahepatic bile ducts,Liver and Intrahepatic Bile Ducts,25,25-29,From 25 to 29 years,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Estonia,Malignant neoplasm of liver and intrahepatic bile ducts,Liver and Intrahepatic Bile Ducts,30,30-34,From 30 to 34 years,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Estonia,Malignant neoplasm of liver and intrahepatic bile ducts,Liver and Intrahepatic Bile Ducts,35,35-39,From 35 to 39 years,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Estonia,Malignant neoplasm of liver and intrahepatic bile ducts,Liver and Intrahepatic Bile Ducts,40,40-44,From 40 to 44 years,0,0,0,0,0,0,0,1,0,1,0,2,1,1
Estonia,Malignant neoplasm of liver and intrahepatic bile ducts,Liver and Intrahepatic Bile Ducts,45,45-49,From 45 to 49 years,2,0,0,1,0,2,1,1,1,1,0,1,1,1
Estonia,Malignant neoplasm of liver and intrahepatic bile ducts,Liver and Intrahepatic Bile Ducts,50,50-54,From 50 to 54 years,2,2,1,0,0,1,1,1,5,2,4,3,4,3
Estonia,Malignant neoplasm of liver and intrahepatic bile ducts,Liver and Intrahepatic Bile Ducts,55,55-59,From 55 to 59 years,0,4,1,1,1,7,3,6,5,6,4,8,9,7
Estonia,Malignant neoplasm of liver and intrahepatic bile ducts,Liver and Intrahepatic Bile Ducts,60,60-64,From 60 to 64 years,2,1,5,5,6,2,1,5,6,9,6,7,16,11
Estonia,Malignant neoplasm of liver and intrahepatic bile ducts,Liver and Intrahepatic Bile Ducts,65,65-69,From 65 to 69 years,0,3,3,5,4,11,7,7,3,8,7,10,13,9
Estonia,Malignant neoplasm of liver and intrahepatic bile ducts,Liver and Intrahepatic Bile Ducts,70,70-74,From 70 to 74 years,11,15,7,5,7,5,8,12,13,8,8,12,11,14
Estonia,Malignant neoplasm of liver and intrahepatic bile ducts,Liver and Intrahepatic Bile Ducts,75,75-79,From 75 to 79 years,4,9,9,10,8,13,8,9,7,12,6,9,10,13
Estonia,Malignant neoplasm of liver and intrahepatic bile ducts,Liver and Intrahepatic Bile Ducts,80,80-84,From 80 to 84 years,9,7,4,6,8,7,13,1,3,4,4,10,5,4
Estonia,Malignant neoplasm of liver and intrahepatic bile ducts,Liver and Intrahepatic Bile Ducts,85,85,85 years or over,9,4,9,8,2,6,8,2,4,6,2,4,4,8
Estonia,Malignant neoplasm of oesophagus,Oesophagus,1,1-4,From 1 to 4 years,,,,0,0,,,,,,0,0,,
Estonia,Malignant neoplasm of oesophagus,Oesophagus,5,5-9,From 5 to 9 years,,,,,0,,,,,,0,0,,
Estonia,Malignant neoplasm of oesophagus,Oesophagus,10,10-14,From 10 to 14 years,,,,0,0,,,,,,0,0,,
Estonia,Malignant neoplasm of oesophagus,Oesophagus,15,15-19,From 15 to 19 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estonia,Malignant neoplasm of oesophagus,Oesophagus,20,20-24,From 20 to 24 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estonia,Malignant neoplasm of oesophagus,Oesophagus,25,25-29,From 25 to 29 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estonia,Malignant neoplasm of oesophagus,Oesophagus,30,30-34,From 30 to 34 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estonia,Malignant neoplasm of oesophagus,Oesophagus,35,35-39,From 35 to 39 years,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Estonia,Malignant neoplasm of oesophagus,Oesophagus,40,40-44,From 40 to 44 years,0,1,0,0,0,0,1,1,0,0,1,3,1,0
Estonia,Malignant neoplasm of oesophagus,Oesophagus,45,45-49,From 45 to 49 years,0,1,1,0,0,1,0,0,2,1,3,0,2,1
Estonia,Malignant neoplasm of oesophagus,Oesophagus,50,50-54,From 50 to 54 years,0,0,0,1,1,1,2,5,5,1,4,7,4,6
Estonia,Malignant neoplasm of oesophagus,Oesophagus,55,55-59,From 55 to 59 years,1,2,1,5,0,1,0,8,6,4,12,7,8,6
Estonia,Malignant neoplasm of oesophagus,Oesophagus,60,60-64,From 60 to 64 years,0,4,1,1,3,3,0,12,10,4,9,17,15,8
Estonia,Malignant neoplasm of oesophagus,Oesophagus,65,65-69,From 65 to 69 years,1,3,1,4,2,0,2,10,11,9,6,12,10,12
Estonia,Malignant neoplasm of oesophagus,Oesophagus,70,70-74,From 70 to 74 years,1,1,2,1,0,2,3,5,13,6,11,7,7,10
Estonia,Malignant neoplasm of oesophagus,Oesophagus,75,75-79,From 75 to 79 years,1,0,2,1,3,4,5,3,8,3,5,4,11,6
Estonia,Malignant neoplasm of oesophagus,Oesophagus,80,80-84,From 80 to 84 years,4,3,3,3,0,0,1,2,2,3,2,4,4,4
Estonia,Malignant neoplasm of oesophagus,Oesophagus,85,85,85 years or over,2,4,4,1,2,4,2,1,1,3,3,1,6,2
Estonia,Malignant neoplasm of other parts of uterus,Other Parts of Uterus,1,1-4,From 1 to 4 years,,,,0,0,,,,,,,,,
Estonia,Malignant neoplasm of other parts of uterus,Other Parts of Uterus,5,5-9,From 5 to 9 years,,,,,0,,,,,,,,,
Estonia,Malignant neoplasm of other parts of uterus,Other Parts of Uterus,10,10-14,From 10 to 14 years,,,,0,0,,,,,,,,,
Estonia,Malignant neoplasm of other parts of uterus,Other Parts of Uterus,15,15-19,From 15 to 19 years,0,0,0,0,0,0,0,,,,,,,
Estonia,Malignant neoplasm of other parts of uterus,Other Parts of Uterus,20,20-24,From 20 to 24 years,0,0,0,0,0,0,0,,,,,,,
Estonia,Malignant neoplasm of other parts of uterus,Other Parts of Uterus,25,25-29,From 25 to 29 years,0,0,0,0,0,0,0,,,,,,,
Estonia,Malignant neoplasm of other parts of uterus,Other Parts of Uterus,30,30-34,From 30 to 34 years,0,0,0,0,0,0,1,,,,,,,
Estonia,Malignant neoplasm of other parts of uterus,Other Parts of Uterus,35,35-39,From 35 to 39 years,0,0,0,0,0,0,0,,,,,,,
Estonia,Malignant neoplasm of other parts of uterus,Other Parts of Uterus,40,40-44,From 40 to 44 years,0,0,3,0,1,0,0,,,,,,,
Estonia,Malignant neoplasm of other parts of uterus,Other Parts of Uterus,45,45-49,From 45 to 49 years,1,0,1,0,1,1,2,,,,,,,
Estonia,Malignant neoplasm of other parts of uterus,Other Parts of Uterus,50,50-54,From 50 to 54 years,0,0,0,0,5,1,3,,,,,,,
Estonia,Malignant neoplasm of other parts of uterus,Other Parts of Uterus,55,55-59,From 55 to 59 years,1,4,3,3,3,3,4,,,,,,,
Estonia,Malignant neoplasm of other parts of uterus,Other Parts of Uterus,60,60-64,From 60 to 64 years,3,6,6,3,3,7,6,,,,,,,
Estonia,Malignant neoplasm of other parts of uterus,Other Parts of Uterus,65,65-69,From 65 to 69 years,11,7,7,7,10,3,7,,,,,,,
Estonia,Malignant neoplasm of other parts of uterus,Other Parts of Uterus,70,70-74,From 70 to 74 years,5,7,10,9,7,6,3,,,,,,,
Estonia,Malignant neoplasm of other parts of uterus,Other Parts of Uterus,75,75-79,From 75 to 79 years,13,5,13,9,9,13,13,,,,,,,
Estonia,Malignant neoplasm of other parts of uterus,Other Parts of Uterus,80,80-84,From 80 to 84 years,10,8,10,12,9,8,13,,,,,,,
Estonia,Malignant neoplasm of other parts of uterus,Other Parts of Uterus,85,85,85 years or over,5,11,8,7,9,9,8,,,,,,,
Estonia,Malignant neoplasm of ovary,Ovary,1,1-4,From 1 to 4 years,,,,0,0,,,,,,,,,
Estonia,Malignant neoplasm of ovary,Ovary,5,5-9,From 5 to 9 years,,,,,0,,,,,,,,,
Estonia,Malignant neoplasm of ovary,Ovary,10,10-14,From 10 to 14 years,,,,0,0,,,,,,,,,
Estonia,Malignant neoplasm of ovary,Ovary,15,15-19,From 15 to 19 years,0,0,0,0,0,0,0,,,,,,,
Estonia,Malignant neoplasm of ovary,Ovary,20,20-24,From 20 to 24 years,0,0,0,0,0,0,0,,,,,,,
Estonia,Malignant neoplasm of ovary,Ovary,25,25-29,From 25 to 29 years,0,0,1,0,0,0,0,,,,,,,
Estonia,Malignant neoplasm of ovary,Ovary,30,30-34,From 30 to 34 years,1,0,0,0,1,0,0,,,,,,,
Estonia,Malignant neoplasm of ovary,Ovary,35,35-39,From 35 to 39 years,2,0,0,0,1,0,0,,,,,,,
Estonia,Malignant neoplasm of ovary,Ovary,40,40-44,From 40 to 44 years,3,2,1,0,0,2,2,,,,,,,
Estonia,Malignant neoplasm of ovary,Ovary,45,45-49,From 45 to 49 years,5,4,4,4,0,5,3,,,,,,,
Estonia,Malignant neoplasm of ovary,Ovary,50,50-54,From 50 to 54 years,6,5,5,6,5,0,5,,,,,,,
Estonia,Malignant neoplasm of ovary,Ovary,55,55-59,From 55 to 59 years,16,4,8,10,9,9,13,,,,,,,
Estonia,Malignant neoplasm of ovary,Ovary,60,60-64,From 60 to 64 years,11,13,5,17,18,8,17,,,,,,,
Estonia,Malignant neoplasm of ovary,Ovary,65,65-69,From 65 to 69 years,4,13,7,15,8,9,10,,,,,,,
Estonia,Malignant neoplasm of ovary,Ovary,70,70-74,From 70 to 74 years,21,17,17,19,11,11,9,,,,,,,
Estonia,Malignant neoplasm of ovary,Ovary,75,75-79,From 75 to 79 years,15,13,9,24,17,14,14,,,,,,,
Estonia,Malignant neoplasm of ovary,Ovary,80,80-84,From 80 to 84 years,10,13,15,10,14,17,19,,,,,,,
Estonia,Malignant neoplasm of ovary,Ovary,85,85,85 years or over,11,8,11,10,17,15,9,,,,,,,
Estonia,Malignant neoplasm of pancreas,Pancreas,1,1-4,From 1 to 4 years,,,,0,0,,,,,,0,0,,
Estonia,Malignant neoplasm of pancreas,Pancreas,5,5-9,From 5 to 9 years,,,,,0,,,,,,0,0,,
Estonia,Malignant neoplasm of pancreas,Pancreas,10,10-14,From 10 to 14 years,,,,0,0,,,,,,0,0,,
Estonia,Malignant neoplasm of pancreas,Pancreas,15,15-19,From 15 to 19 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estonia,Malignant neoplasm of pancreas,Pancreas,20,20-24,From 20 to 24 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estonia,Malignant neoplasm of pancreas,Pancreas,25,25-29,From 25 to 29 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estonia,Malignant neoplasm of pancreas,Pancreas,30,30-34,From 30 to 34 years,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Estonia,Malignant neoplasm of pancreas,Pancreas,35,35-39,From 35 to 39 years,0,0,0,0,0,0,0,1,0,2,0,0,0,0
Estonia,Malignant neoplasm of pancreas,Pancreas,40,40-44,From 40 to 44 years,0,0,1,0,1,0,0,0,4,5,0,1,1,1
Estonia,Malignant neoplasm of pancreas,Pancreas,45,45-49,From 45 to 49 years,2,0,0,0,1,1,0,4,1,1,4,4,3,2
Estonia,Malignant neoplasm of pancreas,Pancreas,50,50-54,From 50 to 54 years,2,2,5,5,6,4,6,3,4,8,6,1,4,6
Estonia,Malignant neoplasm of pancreas,Pancreas,55,55-59,From 55 to 59 years,7,9,10,4,7,6,8,12,7,8,10,11,3,8
Estonia,Malignant neoplasm of pancreas,Pancreas,60,60-64,From 60 to 64 years,9,16,6,12,8,11,10,16,13,18,16,20,19,12
Estonia,Malignant neoplasm of pancreas,Pancreas,65,65-69,From 65 to 69 years,13,7,11,17,8,16,12,24,16,18,17,17,24,17
Estonia,Malignant neoplasm of pancreas,Pancreas,70,70-74,From 70 to 74 years,29,19,18,24,15,17,17,19,27,26,22,24,11,17
Estonia,Malignant neoplasm of pancreas,Pancreas,75,75-79,From 75 to 79 years,26,18,25,30,22,22,29,21,15,26,16,14,14,17
Estonia,Malignant neoplasm of pancreas,Pancreas,80,80-84,From 80 to 84 years,30,17,24,33,29,24,31,17,14,13,8,8,12,7
Estonia,Malignant neoplasm of pancreas,Pancreas,85,85,85 years or over,19,16,30,19,32,30,18,4,6,6,9,11,5,6
Estonia,Malignant neoplasm of prostate,Prostate,1,1-4,From 1 to 4 years,,,,,,,,,,,0,0,,
Estonia,Malignant neoplasm of prostate,Prostate,5,5-9,From 5 to 9 years,,,,,,,,,,,0,0,,
Estonia,Malignant neoplasm of prostate,Prostate,10,10-14,From 10 to 14 years,,,,,,,,,,,0,0,,
Estonia,Malignant neoplasm of prostate,Prostate,15,15-19,From 15 to 19 years,,,,,,,,0,0,0,0,0,0,0
Estonia,Malignant neoplasm of prostate,Prostate,20,20-24,From 20 to 24 years,,,,,,,,0,0,0,0,0,0,0
Estonia,Malignant neoplasm of prostate,Prostate,25,25-29,From 25 to 29 years,,,,,,,,0,0,0,0,0,0,0
Estonia,Malignant neoplasm of prostate,Prostate,30,30-34,From 30 to 34 years,,,,,,,,0,0,0,0,0,0,0
Estonia,Malignant neoplasm of prostate,Prostate,35,35-39,From 35 to 39 years,,,,,,,,0,0,0,0,0,0,0
Estonia,Malignant neoplasm of prostate,Prostate,40,40-44,From 40 to 44 years,,,,,,,,0,1,0,0,0,0,0
Estonia,Malignant neoplasm of prostate,Prostate,45,45-49,From 45 to 49 years,,,,,,,,0,0,0,0,0,0,1
